"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","CDS_ID","GW_SW_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","CITY_NAME","ZIP_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED","PWSID_STATE"
"21573","PA1150167","DEERFIELD KNOLL WATER COMPANY","N","PA","3","","","I","01-JUN-95","CWS",NA,"GW","M","270","State","GW","N","N","N","119","Y","","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"21574","PA1150169","POND'S EDGE VILLAGE","N","PA","3","","","I","01-JAN-87","CWS",NA,"GW","P","250","State","GW","N","N","N","120","Y","","RADNOR","19087","PA","","","","","Not Reported","Chester","PA"
"21575","PA1150170","PA AMERICAN MERLIN HILLS","N","PA","3","","","I","20-MAY-12","CWS",NA,"GW","P","1050","State","GW","N","N","N","408","Y","PA AMERICAN MERLIN HILLS","READING","19610","PA","","","","","Not Reported","Chester","PA"
"21576","PA1150171","UPSTATE WELL","N","PA","3","","","I","06-JAN-93","CWS",NA,"GW","P","70","State","GW","N","N","Y","8","Y","","GLENMOORE","19343","PA","","","","","Not Reported","Chester","PA"
"21577","PA1150172","COVENTRY VILLAGE ASSOC","N","PA","3","","","I","17-MAY-88","CWS",NA,"GW","P","400","State","GW","N","N","N","1","Y","","NORRISTOWN","19404","PA","","","","","Not Reported","Chester","PA"
"21684","PA1150022","CARTER MOBILEHOME PARK","N","PA","3","01-01","12-31","I","01-JUN-78","CWS",NA,"GW","P","200","State","GW","N","N","N","55","Y","","DOWNINGTOWN","19335","PA","","","","","Not Reported","Chester","PA"
"21685","PA1150023","RAMBLEWOOD MOBILEHOME PARK","N","PA","3","01-01","12-31","I","01-JUN-78","CWS",NA,"GW","P","192","State","GW","N","N","N","55","Y","","DOWNINGTOWN","19335","PA","","","","","Not Reported","Chester","PA"
"21686","PA1150024","PERKINS PARK","N","PA","3","01-01","12-31","I","01-AUG-86","CWS",NA,"GW","P","56","State","GW","N","N","N","16","Y","","DOWNINGTOWN","19335","PA","","","","","Not Reported","Chester","PA"
"21687","PA1150025","GLEN LOCH WEST DEVEREUX","N","PA","3","01-01","12-31","I","01-APR-78","CWS",NA,"GW","P","170","State","GW","N","N","N","0","Y","","DOWNINGTOWN","19335","PA","","","","","Not Reported","Chester","PA"
"21688","PA1150027","WHITFORD WATER COMPANY","N","PA","3","01-01","12-31","I","01-APR-78","CWS",NA,"GW","P","120","State","GW","N","N","N","538","Y","","DOWNINGTOWN","19335","PA","","","","","Not Reported","Chester","PA"
"21689","PA1150028","AQUA PA CULBERTSON RUN","N","PA","3","","","I","30-JUN-05","CWS",NA,"GW","P","1396","State","GW","N","N","N","391","Y","","BRYN MAWR","190103489","PA","","","","","Not Reported","Chester","PA"
"21690","PA1150031","ELVERSON BOROUGH WATER ASSOC","N","PA","3","","","I","01-JUL-91","CWS",NA,"GW","P","350","State","GW","N","N","N","1","Y","","ELVERSON","19520","PA","","","","","Not Reported","Chester","PA"
"21691","PA1150072","PHOENIX MOBILE HOMES","N","PA","3","","","I","09-MAR-12","CWS",NA,"GW","P","88","State","GW","N","N","N","78","Y","PHOENIX MOBILE HOMES","PHOENIXVILLE","19460","PA","","","","","Not Reported","Chester","PA"
"21692","PA1150073","PHOENIXVILLE MOBILE HOMES INC","N","PA","3","","","I","23-APR-10","CWS",NA,"GW","P","70","State","GW","N","N","N","47","Y","PHOENIXVILLE MOBILE HOMES INC","PHOENIXVILLE","19460","PA","","","","","Not Reported","Chester","PA"
"21693","PA1150074","NICHOLS MOBILE HOME PARK","N","PA","3","","","I","01-JUL-97","CWS",NA,"GW","P","28","State","GW","N","N","N","11","Y","","KING OF PRUSSIA","19406","PA","","","","","Not Reported","Chester","PA"
"21694","PA1150075","MC CANN'S MOBILEHOME PARK","N","PA","3","","","I","30-JUN-78","CWS",NA,"GW","P","79","State","GW","N","N","N","34","Y","","PHOENIXVILLE","19460","PA","","","","","Not Reported","Chester","PA"
"21695","PA1150076","MARYHILL REST HAVEN","N","PA","3","","","I","13-JUN-78","CWS",NA,"GW","P","20","State","GW","N","N","N","1","Y","","PHOENIXVILLE","19460","PA","","","","","Not Reported","Chester","PA"
"21696","PA1150079","MANATAWNY MANOR","N","PA","3","01-01","12-31","I","01-DEC-77","CWS",NA,"GW","P","102","State","GW","N","N","N","0","Y","","POTTSTOWN","19464","PA","","","","","Not Reported","Chester","PA"
"21697","PA1150080","VALLEY VIEW APARTMENTS","N","PA","3","","","I","30-JUN-78","CWS",NA,"GW","P","630","State","GW","N","N","N","176","Y","","POTTSTOWN","19464","PA","","","","","Not Reported","Chester","PA"
"21698","PA1150085","KAOLIN MOBILEHOME COURT","N","PA","3","","","I","31-JUL-85","CWS",NA,"GW","P","28","State","GW","N","N","N","15","Y","","TOUGHKENAMON","19374","PA","","","","","Not Reported","Chester","PA"
"21699","PA1150125","GREAT VALLEY W CO-WESTTOWN #3","N","PA","3","01-01","12-31","I","01-MAY-78","CWS",NA,"GW","P","224","State","GW","N","N","N","0","Y","","MALVERN","19355","PA","","","","","Not Reported","Chester","PA"
"21701","PA1150129","SHANGRA-LA APTS WATER CO","N","PA","3","","","I","30-JUN-78","CWS",NA,"GW","P","400","State","GW","N","N","N","1","Y","","AVONDALE","19311","PA","","","","","Not Reported","Chester","PA"
"21702","PA1150130","CHESTER W. A.- LANDENBERG","N","PA","3","","","I","22-DEC-97","CWS",NA,"GW","P","145","State","GW","N","N","N","41","Y","","NOTTINGHAM","19362","PA","","","","","NEW GARDEN","Chester","PA"
"21703","PA1150132","EMBREEVILLE STATE HOSPITAL","N","PA","3","","","I","01-OCT-95","CWS",NA,"GW","P","916","State","GW","N","N","N","25","Y","","EXTON","19341","PA","","","","","Not Reported","Chester","PA"
"21704","PA1150133","POCOPSON HOME","N","PA","3","","","I","16-SEP-98","CWS",NA,"GW","S","700","State","GW","N","N","N","1","Y","","LENAPE","193826800","PA","","","","","POCOPSON","Chester","PA"
"21705","PA1150134","CHESTER COUNTY PRISON FARM","N","PA","3","","","I","16-SEP-98","CWS",NA,"GW","S","700","State","GW","N","N","N","1","Y","","WEST CHESTER","19382","PA","","","","","POCOPSON","Chester","PA"
"21707","PA1150136","SPRING RUN WATER CO-STATION #2","N","PA","3","","","I","01-MAR-86","CWS",NA,"GW","P","228","State","GW","N","N","N","65","Y","","EXTON","19341","PA","","","","","W BRADFORD TWP","Chester","PA"
"21708","PA1150138","W CHESTER GAR WATER CO","N","PA","3","","","I","25-APR-78","CWS",NA,"GW","P","280","State","GW","N","N","N","1","Y","","WEST CHESTER","19380","PA","","","","","Not Reported","Chester","PA"
"21709","PA1150139","PHILADELPHIA SUBURBAN WATER CO","N","PA","3","","","I","30-DEC-93","CWS",NA,"GW","L","2800","State","GW","N","N","N","588","Y","","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"21710","PA1150140","WESTBROOK SQUARE APTS.","N","PA","3","","","I","09-OCT-85","CWS",NA,"GW","P","160","State","GW","N","N","N","80","Y","","WEST CHESTER","19380","PA","","","","","Not Reported","Chester","PA"
"21711","PA1150141","SPRING RUN WATER CO-STATION #3","N","PA","3","","","I","01-JAN-87","CWS",NA,"GW","P","238","State","GW","N","N","N","68","Y","","EXTON","19341","PA","","","","","W BRADFORD TWP","Chester","PA"
"21712","PA1150142","WHITELAND CREST WATER ASSOC","N","PA","3","01-01","12-31","I","01-NOV-80","CWS",NA,"GW","P","48","State","GW","N","N","N","16","Y","","EXTON","19341","PA","","","","","Not Reported","Chester","PA"
"21713","PA1150143","YODER WATER ASSOCIATION","N","PA","3","01-01","12-31","I","01-JUL-80","CWS",NA,"GW","P","32","State","GW","N","N","N","10","Y","","EXTON","19341","PA","","","","","WHITELAND CREST","Chester","PA"
"21714","PA1150146","PSW B&E","N","PA","3","","","I","06-APR-98","CWS",NA,"GW","P","546","State","GW","N","N","N","60","Y","","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"21715","PA1150147","PSW POCOPSON","N","PA","3","","","I","22-JAN-04","CWS",NA,"SW","P","729","State","SWP","N","N","N","243","Y","","BRYN MAWR","190103489","PA","","","","","Not Reported","Chester","PA"
"21716","PA1150148","AQUA PA LOCUST KNOLL","N","PA","3","","","I","30-JUN-05","CWS",NA,"GW","P","388","State","GW","N","N","N","109","Y","","BRYN MAWR","190103489","PA","","","","","Not Reported","Chester","PA"
"21717","PA1150149","DOWNINGTOWN INDUSTRIAL SCHOOL","N","PA","3","","","I","01-FEB-95","CWS",NA,"GW","P","150","State","GW","N","N","Y","11","Y","","DOWNINGTOWN","19335","PA","","","","","Not Reported","Chester","PA"
"21718","PA1150151","BRADFORD GLEN WATER COMPANY","N","PA","3","","","I","01-JAN-87","CWS",NA,"GW","P","800","State","GW","N","N","N","230","Y","","EXTON","19341","PA","","","","","Not Reported","Chester","PA"
"21719","PA1150152","S E VETERANS CENTER","N","PA","3","","","I","01-APR-03","CWS",NA,"GW","S","600","State","GW","N","N","N","80","Y","","SPRING CITY","19475","PA","","","","","Not Reported","Chester","PA"
"21720","PA1150153","BRANDYWINE GREEN WATER CO","N","PA","3","01-01","12-31","I","01-MAR-86","CWS",NA,"GW","P","284","State","GW","N","N","N","81","Y","","EXTON","19341","PA","","","","","W BRADFORD TWP","Chester","PA"
"21721","PA1150154","EAST FALLOWFIELD UTILITIES INC","N","PA","3","","","I","18-DEC-01","CWS",NA,"GW","P","315","State","GW","N","N","N","105","Y","","COATESVILLE","19320","PA","","","","","Not Reported","Chester","PA"
"21722","PA1150155","AQUA PA BEVERSREDE","Y","PA","3","","","I","01-JAN-19","CWS",NA,"SW","P","2300","State","SWP","N","N","N","359","Y","AQUA PA BEVERSREDE","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"21723","PA1150156","BRANDYWINE AREA WATER COMPANY","N","PA","3","","","I","20-JAN-95","CWS",NA,"GW","L","597","State","GW","N","N","N","224","Y","","DOWNINGTOWN","19335","PA","","","","","Not Reported","Chester","PA"
"21724","PA1150159","LOCUST KNOLL #2","N","PA","3","","","I","20-JUL-88","CWS",NA,"GW","P","287","State","GW","N","N","N","82","Y","","EXTON","19341","PA","","","","","Not Reported","Chester","PA"
"21732","PA1150173","PSW-IVY HILL","N","PA","3","","","I","01-DEC-95","CWS",NA,"GW","P","50","State","GW","N","N","N","15","Y","","BRYN MAWR","19010","PA","","","","","WILLISTOWN","Chester","PA"
"21733","PA1150174","PSW-KIMBERWICK","N","PA","3","","","I","17-FEB-98","CWS",NA,"GW","P","200","State","GW","N","N","N","56","Y","","BRYN MAWR","190103489","PA","","","","","Not Reported","Chester","PA"
"21734","PA1150175","WEST CHESTER GARDENS","N","PA","3","","","I","01-AUG-89","CWS",NA,"GW","P","250","State","GW","N","N","N","1","Y","","WEST CHESTER","19380","PA","","","","","Not Reported","Chester","PA"
"21735","PA1150176","LANGOMA WATER ASSOCIATION","N","PA","3","","","I","28-MAR-89","CWS",NA,"GW","P","50","State","GW","N","N","N","16","Y","","ELVERSON","19520","PA","","","","","Not Reported","Chester","PA"
"21736","PA1150178","RACQUET CLUB APARTMENTS","N","PA","3","","","I","01-JAN-93","CWS",NA,"GW","P","100","State","GW","N","N","N","30","Y","","ARDMORE","19003","PA","","","","","Not Reported","Chester","PA"
"21737","PA1150179","CONISTON","N","PA","3","","","I","27-DEC-01","CWS",NA,"GW","P","36","State","GW","N","N","N","18","Y","","KENNETT SQUARE","19348","PA","","","","","Not Reported","Chester","PA"
"21738","PA1150180","PSW LARESERVE","N","PA","3","","","I","25-OCT-00","CWS",NA,"GW","P","210","State","GW","N","N","N","70","Y","","BYRN MAWR","190103489","PA","","","","","Not Reported","Chester","PA"
"21739","PA1150181","RACQUET CLUB APTS (FGHI)","N","PA","3","","","I","01-JAN-93","CWS",NA,"GW","P","100","State","GW","N","N","N","24","Y","","ARDMORE","19003","PA","","","","","Not Reported","Chester","PA"
"21740","PA1150182","RACQUET CLUB APTS (JKL)","N","PA","3","","","I","01-JAN-93","CWS",NA,"GW","P","100","State","GW","N","N","N","18","Y","","ARDMORE","19003","PA","","","","","Not Reported","Chester","PA"
"21741","PA1150184","WILLISTOWN HOMEOWNERS ASSOC","N","PA","3","","","I","22-NOV-94","CWS",NA,"SW","P","300","State","SW","N","N","N","1","Y","","EDGEMONT","19028","PA","","","","","Not Reported","Chester","PA"
"21742","PA1150193","COVENTRY GARDEN APARTMENTS","N","PA","3","","","I","16-SEP-09","CWS",NA,"GW","P","150","State","GW","N","N","N","4","Y","COVENTRY GARDEN APARTMENTS","AUDUBON","19407","PA","","","","","Not Reported","Chester","PA"
"21743","PA1150196","PLUMSOCK HOMEOWNER ASSOCIATION","N","PA","3","","","I","28-SEP-99","CWS",NA,"GW","P","130","State","GW","N","N","N","38","Y","","NEWTOWN SQUARE","19073","PA","","","","","Not Reported","Chester","PA"
"21744","PA1150198","HEATHERWOOD RETIREMENT HOME","N","PA","3","","","I","11-APR-11","CWS",NA,"GW","P","200","State","GW","N","N","N","3","Y","HEATHERWOOD RETIREMENT HOME","HONEY BROOK","19344","PA","","","","","Not Reported","Chester","PA"
"21745","PA1150199","IMMACULATA UNIVERSITY","N","PA","3","","","I","01-AUG-99","CWS",NA,"GW","M","4986","State","GW","N","N","Y","12","Y","","IMMACULATA","19345","PA","","","","","Not Reported","Chester","PA"
"21746","PA1150201","RAY'S TRAILER PARK","N","PA","3","","","I","31-MAY-96","CWS",NA,"GW","P","69","State","GW","N","N","N","23","Y","","LANDENBERG","19350","PA","","","","","NEW GARDEN","Chester","PA"
"21747","PA1150205","AQUA PA WILLOWDALE","Y","PA","3","","","I","01-JAN-19","CWS",NA,"SW","L","1300","State","SWP","N","N","N","779","Y","AQUA PA WILLOWDALE","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"21748","PA1150212","CP YEATMAN AND SONS INC","N","PA","3","","","I","08-FEB-12","CWS",NA,"GW","P","20","State","GW","N","N","N","10","Y","CP YEATMAN AND SONS INC","WEST GROVE","19390","PA","","","","","Not Reported","Chester","PA"
"21749","PA1150218","SPRING HILL ESTATE MHP","N","PA","3","","","I","16-JUN-04","CWS",NA,"GW","P","60","State","GW","N","N","N","21","Y","","GAP","17527","PA","","","","","Not Reported","Chester","PA"
"21750","PA1150219","HIGH POINT ESTATES","N","PA","3","","","I","18-MAR-14","CWS",NA,"GW","P","48","State","GW","N","N","N","16","Y","HIGH POINT ESTATES","NARVON","17557","PA","","","","","Not Reported","Chester","PA"
"21785","PA1460003","LIMERICK MHP","N","PA","3","","","I","08-NOV-93","CWS",NA,"GW","P","65","State","GW","N","N","N","25","Y","","POTTSTOWN","19464","PA","","","","","Not Reported","Montgomery","PA"
"21786","PA1460004","RIDGE VIEW TERRACE MHP","N","PA","3","","","I","20-APR-98","CWS",NA,"GW","P","340","State","GW","N","N","N","115","Y","","MORGANTOWN","19543","PA","","","","","Not Reported","Montgomery","PA"
"21787","PA1460009","NEW LIFE YOUTH & FAMILY SERVIC","N","PA","3","","","I","25-MAR-87","CWS",NA,"GW","P","80","State","GW","N","N","N","4","Y","","HARLEYSVILLE","19438","PA","","","","","Not Reported","Montgomery","PA"
"21788","PA1460011","SALFORD WATER CO","N","PA","3","","","I","31-AUG-87","CWS",NA,"GW","P","27","State","GW","N","N","N","14","Y","","SALFORD","18957","PA","","","","","Not Reported","Montgomery","PA"
"21789","PA1460013","ALMONT MANOR APTS.","N","PA","3","","","I","01-APR-97","CWS",NA,"GW","P","164","State","GW","N","N","N","66","Y","","ROYERSFORD","19468","PA","","","","","Not Reported","Montgomery","PA"
"21790","PA1460014","SPRING MOUNTAIN HOUSE","N","PA","3","","","I","08-SEP-88","CWS",NA,"GW","P","48","State","GW","N","N","N","1","Y","","SCHWENKSVILLE","19473","PA","","","","","Not Reported","Montgomery","PA"
"21792","PA1460016","KRIPALU YOGA ASHRAM RETREAT","N","PA","3","01-01","12-31","I","01-MAY-85","CWS",NA,"GW","P","50","State","GW","N","N","N","3","Y","","SUMNEYTOWN","18084","PA","","","","","Not Reported","Montgomery","PA"
"21816","PA1460065","MARK TWAIN APARTMENTS","N","PA","3","","","I","28-DEC-06","CWS",NA,"GW","P","85","State","GW","N","N","N","51","Y","MARK TWAIN APARTMENTS","NORTH WALES","19454","PA","","","","","Not Reported","Montgomery","PA"
"21817","PA1460066","LYNCH HOME","N","PA","3","","","I","30-JUN-05","CWS",NA,"GW","P","120","State","GW","N","N","N","1","Y","","GWYNEDD VALLEY","194370000","PA","","","","","Not Reported","Montgomery","PA"
"21818","PA1460067","HORSHAM CLINIC","N","PA","3","","","I","04-FEB-93","CWS",NA,"GW","P","408","State","GW","N","N","N","1","Y","","AMBLER","19002","PA","","","","","Not Reported","Montgomery","PA"
"21819","PA1460072","SYCAMORE GARDENS APARTMENTS","N","PA","3","01-01","12-31","I","01-AUG-85","CWS",NA,"GW","P","200","State","GW","N","N","N","1","Y","","WILLOW GROVE","19090","PA","","","","","Not Reported","Montgomery","PA"
"21820","PA1460074","PIN OAKS WC","N","PA","3","","","I","07-MAY-91","CWS",NA,"GW","P","135","State","GW","N","N","N","41","Y","","PLYMOUTH MEETING","19462","PA","","","","","Not Reported","Montgomery","PA"
"21821","PA1460076","AUDUBON PARK ASSOCIATION","N","PA","3","","","I","15-JUN-05","CWS",NA,"GW","P","41","State","GW","N","N","N","14","Y","","NORRISTOWN","19403","PA","","","","","Not Reported","Montgomery","PA"
"21822","PA1460078","RIVER CREST CENTER","N","PA","3","","","I","24-MAY-95","CWS",NA,"GW","M","150","State","GW","N","N","N","20","Y","","MOUNT CLARE","19453","PA","","","","","Not Reported","Montgomery","PA"
"21823","PA1460079","ROSENBERRY FARMS","N","PA","3","","","I","19-JUL-95","CWS",NA,"GW","P","298","State","GW","N","N","N","80","Y","","FAIRVIEW VILLAGE","19409","PA","","","","","Not Reported","Montgomery","PA"
"21824","PA1460080","HUNTERS RUN","N","PA","3","","","I","17-JAN-02","CWS",NA,"GW","P","1300","State","GW","N","N","N","370","Y","","WORCESTER","19490","PA","","","","","NEW HANOVER","Montgomery","PA"
"21825","PA1460081","FULMORE HEIGHTS HOMEOWNERS PSW","N","PA","3","","","I","13-MAR-00","CWS",NA,"GW","M","790","State","GWP","N","N","N","304","Y","","HATBORO","19040","PA","","","","","Not Reported","Montgomery","PA"
"21969","PA1460490","NOB HILL APARTMENTS","N","PA","3","01-01","12-31","I","01-SEP-78","CWS",NA,"GW","P","25","State","GW","N","N","N","12","Y","","ROYERSFORD","19468","PA","","","","","Not Reported","Montgomery","PA"
"22074","PA1096123","KEYSTONE BOTTLED WATER SERVICE","N","PA","3","01-01","12-31","I","01-OCT-87","CWS",NA,"GW","P","1000","State","GW","N","N","N","1","Y","","WASHINGTON CROSSING","18977","PA","","","","","Not Reported","Bucks","PA"
"22075","PA1096285","KEYSTONE BOTTLED WATER COMPANY","N","PA","3","01-01","12-31","I","01-JUN-95","CWS",NA,"GW","P","500","State","GW","N","N","N","1","Y","","WASHINGTON CROSSING","18977","PA","","","","","Not Reported","Bucks","PA"
"22079","PA1150001","WORTON MOBILE HOME PARK","N","PA","3","","","I","26-JUN-78","CWS",NA,"GW","P","123","State","GW","N","N","N","391","Y","","WEST CHESTER","19380","PA","","","","","Not Reported","Chester","PA"
"22080","PA1150003","LONDON GROVE MOBILE HOME PARK","N","PA","3","","","I","07-AUG-02","CWS",NA,"GW","P","76","State","GW","N","N","N","25","Y","","NOTTINGHAM","19362","PA","","","","","Not Reported","Chester","PA"
"22081","PA1150006","BIRMINGHAM WATER CO","N","PA","3","01-01","12-31","I","01-NOV-77","CWS",NA,"GW","L","240","State","GW","N","N","N","0","Y","","WEST CHESTER","19380","PA","","","","","Not Reported","Chester","PA"
"22082","PA1150008","BLACK HORSE TRAILER COURT","N","PA","3","","","I","30-APR-80","CWS",NA,"GW","P","28","State","GW","N","N","N","8","Y","","VUCHLAN","19480","PA","","","","","Not Reported","Chester","PA"
"22083","PA1150009","SHADY OAK TERRACE","N","PA","3","","","I","30-AUG-88","CWS",NA,"GW","P","40","State","GW","N","N","N","15","Y","","COATESVILLE","19320","PA","","","","","Not Reported","Chester","PA"
"22084","PA1150010","HILLTOP MOBILE HOME PARK","N","PA","3","","","I","23-JAN-95","CWS",NA,"GW","P","90","State","GW","N","N","N","91","Y","","LANCASTER","17601","PA","","","","","Not Reported","Chester","PA"
"22087","PA1150016","MILLERS MOBILE COURT","N","PA","3","","","I","01-JUN-80","CWS",NA,"GW","P","28","State","GW","N","N","N","6","Y","","COATSVILLE","19320","PA","","","","","Not Reported","Chester","PA"
"22088","PA1150018","500 REECEVILLE RD TRAILER CT","N","PA","3","","","I","25-SEP-79","CWS",NA,"GW","P","31","State","GW","N","N","N","9","Y","","2215 E LINCOLN HWY C","19320","PA","","","","","Not Reported","Chester","PA"
"22089","PA1230005","ROSEHILL SCHOOL","N","PA","3","","","I","27-FEB-13","CWS",NA,"GW","M","40","State","GW","N","N","N","2","Y","ROSEHILL SCHOOL","CHESTER HEIGHTS","19017","PA","","","","","Not Reported","Delaware","PA"
"22090","PA1230007","DOWDEN NURSING HOME INC","N","PA","3","01-01","12-31","I","01-MAY-86","CWS",NA,"GW","P","51","State","GW","N","N","N","0","Y","","NEWTOWN SQUARE","19073","PA","","","","","Not Reported","Delaware","PA"
"22091","PA1230008","WILDMAN ARMS INC OF SWARTHMORE","N","PA","3","01-01","12-31","I","01-FEB-81","CWS",NA,"GW","P","360","State","GW","N","N","N","215","Y","","SWARTHMORE","19081","PA","","","","","Not Reported","Delaware","PA"
"22092","PA1230009","GLEN MILLS SCHOOL","N","PA","3","","","I","16-JUN-97","CWS",NA,"GW","P","775","State","GW","N","N","Y","40","Y","","GLEN MILLS","19342","PA","","","","","Not Reported","Delaware","PA"
"22093","PA1230010","LADY ANGEL CONV CAS","N","PA","3","01-01","12-31","I","01-APR-78","CWS",NA,"GW","P","300","State","GW","N","N","N","0","Y","","GLEN RIDDLE","19037","PA","","","","","Not Reported","Delaware","PA"
"22094","PA1230011","PSW RIDLEY CREEK","N","PA","3","","","I","18-SEP-01","CWS",NA,"SW","P","36975","State","SW","N","N","N","12666","Y","","BRYN MAWR","190103489","PA","","","","","MEDIA","Delaware","PA"
"22095","PA1230013","WEST MATTSON CO. INC.","N","PA","3","","","I","24-MAR-94","CWS",NA,"GW","P","200","State","GW","N","N","N","57","Y","","CONCORDVILLE","19331","PA","","","","","Not Reported","Delaware","PA"
